"";"Country.Region";"Lat";"Long";"name";"2020-01-22";"2020-01-23";"2020-01-24";"2020-01-25";"2020-01-26";"2020-01-27";"2020-01-28";"2020-01-29";"2020-01-30";"2020-01-31";"2020-02-01";"2020-02-02";"2020-02-03";"2020-02-04";"2020-02-05";"2020-02-06";"2020-02-07";"2020-02-08";"2020-02-09";"2020-02-10";"2020-02-11";"2020-02-12";"2020-02-13";"2020-02-14";"2020-02-15";"2020-02-16";"2020-02-17";"2020-02-18";"2020-02-19";"2020-02-20";"2020-02-21";"2020-02-22";"2020-02-23";"2020-02-24";"2020-02-25";"2020-02-26";"2020-02-27";"2020-02-28";"2020-02-29";"2020-03-01";"2020-03-02";"2020-03-03";"2020-03-04";"2020-03-05";"2020-03-06";"2020-03-07";"2020-03-08";"2020-03-09";"2020-03-10";"2020-03-11";"2020-03-12";"2020-03-13";"2020-03-14";"2020-03-15";"2020-03-16";"2020-03-17";"2020-03-18";"2020-03-19";"2020-03-20";"2020-03-21";"2020-03-22";"2020-03-23";"2020-03-24";"2020-03-25";"2020-03-26";"2020-03-27";"2020-03-28";"2020-03-29";"2020-03-30";"2020-03-31";"2020-04-01";"2020-04-02";"2020-04-03";"2020-04-04";"2020-04-05";"2020-04-06";"2020-04-07";"2020-04-08";"2020-04-09";"2020-04-10";"2020-04-11";"2020-04-12";"2020-04-13";"2020-04-14";"2020-04-15";"2020-04-16";"2020-04-17";"2020-04-18";"2020-04-19";"2020-04-20";"2020-04-21";"2020-04-22";"2020-04-23";"2020-04-24";"2020-04-25";"2020-04-26";"2020-04-27";"2020-04-28";"2020-04-29";"2020-04-30";"2020-05-01";"2020-05-02"
"57";"Ethiopia";9,145;40,4897;"Ethiopia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"58";"Fiji";-17,7134;178,065;"Fiji";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"59";"Finland";64;26;"Finland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;2;2;2;4;0;2;1;5;3;-1;7;6;2;6;1;7;3;5;8;3;7;8;4;4;43;8;23;5;9;4;3;6;7;5;7;2
"60";"France";46,2276;2,2137;"France";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;2;3;2;8;0;14;15;0;31;12;0;57;0;0;95;207;112;112;186;240;231;365;299;319;292;418;499;880;984;1120;1053;518;833;1417;541;1341;987;635;561;574;745;1436;753;760;642;391;546;525;544;516;389;369;242;437;367;427;289;218;166
"61";"Gabon";-0,8037;11,6094;"Gabon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"62";"Gambia";13,4432;-15,3101;"Gambia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63";"Georgia";42,3154;43,3569;"Georgia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1
"64";"Germany";51;9;"Germany";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;4;2;2;6;7;4;16;23;17;10;29;34;49;61;75;91;100;112;130;145;187;168;169;140;226;206;333;258;160;-31;286;172;100;510;248;300;107;127;276;171;246;296;185;117;99;150;188;153;156;113;76
"65";"Ghana";7,9465;-1,0232;"Ghana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;5;0;1;0;1
"66";"Greece";39,0742;21,8243;"Greece";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;1;0;1;0;7;2;2;3;2;4;2;4;6;5;6;1;3;10;5;5;6;2;2;4;5;1;5;1;2;1;3;3;2;3;3;5;0;4;5;0;4;2;2;1;1;0;3
"67";"Grenada";12,1165;-61,679;"Grenada";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68";"Guatemala";15,7835;-90,2308;"Guatemala";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;3;0;2;2;0;0;1;0;0;1
"69";"Guinea";9,9456;-9,6966;"Guinea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0
"70";"Guinea-Bissau";11,8037;-15,1804;"Guinea-Bissau";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"71";"Guyana";5;-58,75;"Guyana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"72";"Haiti";18,9712;-72,2852;"Haiti";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;2;0;0
"73";"Holy See";41,9029;12,4534;"Holy See";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"74";"Honduras";15,2;-86,2419;"Honduras";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;4;0;3;4;1;0;7;0;0;0;1;0;1;1;0;1;5;4;6;5;0;0;0;0;1;8;4;0;2;3;2;5;4;1
"75";"Hungary";47,1625;19,5033;"Hungary";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;2;1;2;1;0;0;1;2;2;1;4;1;5;6;2;4;9;11;8;11;8;14;10;13;12;8;14;16;17;10;14;12;14;23;0;10;8;11;9;12;11;12
"76";"Iceland";64,9631;-19,0208;"Iceland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;-5;1;0;0;-1;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"77";"India";21;78;"India";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;-1;3;3;0;2;8;0;4;3;5;3;23;14;0;14;13;37;14;28;48;20;42;43;27;35;12;43;38;35;38;33;53;36;40;59;45;56;58;69;71;75;69;100
"78";"Indonesia";-0,7893;113,9213;"Indonesia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;14;6;7;6;10;1;6;3;20;9;15;12;8;14;21;13;11;10;7;11;12;19;40;26;21;46;26;60;10;27;24;15;47;8;26;19;12;42;31;23;22;8;11;8;8;31
"79";"Iran";32;53;"Iran";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;3;4;4;3;7;8;9;11;12;11;15;15;17;21;49;43;54;63;75;85;97;113;129;135;147;149;149;123;129;127;122;143;157;144;139;123;117;141;138;124;134;158;151;136;133;121;117;122;125;117;111;98;94;92;89;73;87;91;88;94;90;93;76;60;96;71;80;71;63;65
"80";"Iraq";33;44;"Iraq";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2;0;1;0;1;1;1;0;0;1;1;1;4;0;3;3;4;2;7;4;2;0;4;4;2;2;0;2;5;3;1;4;0;1;2;4;2;0;1;1;1;1;0;0;1;0;0;3;0;1;1;2;2;1;1;1
"81";"Ireland";53,1424;-7,6921;"Ireland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;2;1;2;10;3;14;10;8;17;14;13;22;17;21;16;36;25;28;24;33;14;31;41;38;42;44;41;39;77;43;39;25;220;49;24;15;57;31;42;33;21
"82";"Israel";31;35;"Israel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;3;4;0;3;1;4;6;10;4;4;5;8;8;8;13;9;6;2;13;7;7;12;9;13;8;5;7;5;3;2;5;2;3;6;5;7;3;4
"83";"Italy";43;12;"Italy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;3;2;5;4;8;5;18;27;28;41;49;36;133;97;168;196;0;439;175;368;349;345;475;427;627;793;651;601;743;683;712;919;889;756;812;837;727;760;766;681;525;636;604;542;610;570;619;431;566;602;578;525;575;482;433;454;534;437;464;420;415;260;333;382;323;285;269;474
"84";"Jamaica";18,1096;-77,2975;"Jamaica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
"85";"Japan";36;138;"Japan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;0;0;0;4;0;5;1;3;3;0;5;2;0;0;4;2;6;1;1;2;2;2;3;2;0;2;1;5;1;14;0;8;7;1;1;5;0;9;15;20;3;32;12;32;14;0;27;18;47;17;15;12;13;9;19;17;25;19
"86";"Jordan";31,24;36,51;"Jordan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"87";"Kazakhstan";48,0196;66,9237;"Kazakhstan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;-3;0;0;0;0;1;0;0;0;0;1;1;0;3;-1;1;0;0;1;1;2;0;0;2;2;2;1;0;0;0;2;0;0;1;5;0;0;0;0;0;0;0;0
"88";"Kenya";-0,0236;37,9062;"Kenya";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;2;0;0;1;0;0;1;1;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;1;2;4;1
"89";"Korea, South";36;128;"Korea, South";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;2;2;1;0;3;1;11;0;7;0;7;2;6;3;1;6;6;0;6;3;0;6;3;7;3;8;9;0;9;6;5;8;5;8;6;4;3;4;5;3;6;3;6;8;4;4;3;3;3;5;3;4;1;2;2;2;1;1;2;0;2;1;1;2;1;1;2;0
"90";"Kosovo";42,602636;20,902977;"Kosovo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;1;0;3;1;0;0;3;3;0;1;0;1;1;1;0;0;0;0;0
"91";"Kuwait";29,5;47,75;"Kuwait";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2;1;1;2;2;2;1;1;4;1;2;1;1;2;4;3
"92";"Kyrgyzstan";41,2044;74,7661;"Kyrgyzstan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0
"93";"Laos";19,85627;102,495496;"Laos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"94";"Latvia";56,8796;24,6032;"Latvia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;4;2;0;1;0;0;1;0;2;0;1;0
"95";"Lebanon";33,8547;35,8623;"Lebanon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;0;2;1;1;2;2;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1
"96";"Liberia";6,4281;-9,4295;"Liberia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;3;1;0;4;0;0;2;0
"97";"Libya";26,3351;17,228331;"Libya";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"98";"Liechtenstein";47,14;9,55;"Liechtenstein";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"99";"Lithuania";55,1694;23,8813;"Lithuania";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;2;0;0;1;0;1;0;2;2;2;0;0;1;6;1;0;1;5;1;2;1;0;2;2;1;0;2;0;1;0;0;3;1;0;0;1
"100";"Luxembourg";49,8153;6,1296;"Luxembourg";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;4;0;0;0;0;1;6;3;3;1;1;6;1;1;0;5;5;3;2;6;2;8;4;3;-2;2;0;3;0;1;2;3;2;3;2;0;3;0;1;0;1;2;0
"101";"Madagascar";-18,7669;46,8691;"Madagascar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"102";"Malawi";-13,254308;34,301525;"Malawi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"103";"Malaysia";2,5;112,5;"Malaysia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;6;4;2;4;3;3;1;8;2;6;2;5;3;4;4;1;1;2;2;3;3;3;1;5;1;1;2;2;1;0;3;1;2;1;2;0;1;1;0;2;1;0
"104";"Maldives";3,2028;73,2207;"Maldives";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"105";"Mali";17,570692;-3,996166;"Mali";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2;0;0;2;0;0;0;2;1;3;0;0;0;0;1;0;0;3;4;0;0;2;0;1;1;1;0;0
"106";"Malta";35,9375;14,3754;"Malta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"107";"Mauritania";21,0079;10,9408;"Mauritania";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"108";"Mauritius";-20,2;57,5;"Mauritius";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"109";"Mexico";23,6345;-102,5528;"Mexico";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;2;4;4;4;8;1;8;13;10;19;15;31;16;33;20;39;40;23;36;74;43;37;60;104;36;26;145;113;99;152;84;46;83;135;163;127;113;89
"110";"Moldova";47,4116;28,3699;"Moldova";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;2;4;3;4;3;5;2;0;1;1;4;5;6;8;2;1;10;3;2;3;5;4;10;2;6;1;8;5;6;2
"111";"Monaco";43,7333;7,4167;"Monaco";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"112";"Mongolia";46,8625;103,8467;"Mongolia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"113";"Montenegro";42,5;19,3;"Montenegro";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
